Cust_id,Age,Income_group,Existing_Customer,Occupation_type,Education_Qualification,Dependents,Marital_Status,Gender,Debt_Burden_Ratio,Years_at_current_address,Credit_Amount,Housing_1_Own_2_Rent,Employed_since_yrs,Location,DPD_30_6M,DPD_60_6M,Months_on_book,Default_Flag,Occupation_Partner,Job_Seniority,Assets,Savings
37397,33,<=100000,0,Private,3,1,Married,M,< = 0.10,13,161965,1,9,North,0,0,> = 6,0,others,0,4000,-0.36
13981,46,<=100000,0,Govt,4,2,Single,F,> 0.50,11,114134,1,17,North,0,0,< 6,0,freelance,2,11000,2.928
7712,43,<=100000,0,Private,4,1,Single,F,< = 0.10,3,282118,2,6,South,1,1,> = 6,0,fixed,8,0,1.028571429
25622,44,> 100000,0,Govt,2,1,Married,F,< = 0.50,12,239701,2,10,Central,0,0,< 6,0,fixed,8,0,20.7
23733,47,> 100000,0,Govt,4,0,Married,F,< = 0.10,6,124052,1,19,Central,0,0,< 6,0,fixed,0,0,1.681528662
18252,33,< = 50000,0,Private,3,1,Married,F,> 0.50,10,119929,2,9,North,1,1,< 6 ,1,fixed,19,2500,3.6
51263,50,<=100000,0,Private,4,1,Married,F,< = 0.10,15,129112,2,13,Central,0,0,< 6,0,freelance,0,2800,-2.377142857
98188,25,< = 25000,0,Private,4,1,Single,F,< = 0.10,13,283167,2,4,Central,0,0,> = 6,0,freelance,5,15000,-0.609230769
98389,23,< = 25000,0,Private,2,1,Single,M,< = 0.10,13,181012,2,5,North,0,0,> = 6,0,fixed,7,0,5.740206186
82653,45,> 100000,0,Govt,3,0,Married,M,< = 0.10,7,220451,1,15,North,1,1,< 6,0,freelance,2,2000,1.44
5847,36,< = 50000,0,Private,2,1,Single,F,< = 0.50,12,270068,2,10,South,0,0,< 6,0,fixed,0,5000,2.346666667
7331,43,> 100000,0,Private,1,2,Married,M,< = 0.10,7,265537,1,20,North,0,0,< 6,0,fixed,12,5000,-0.375
49089,45,<=100000,1,Private,3,0,Married,M,< = 0.10,3,71813,1,8,North,1,0,> = 6,0,freelance,4,0,4.56
33391,45,> 100000,0,Private,2,1,Married,M,< = 0.50,8,184861,1,20,South,0,0,< 6,0,fixed,14,4000,1.830508475
79032,45,> 100000,0,Govt,3,1,Single,F,> 0.50,8,201137,2,20,South,1,1,> = 6,1,fixed,4,6500,5.424
99145,51,> 100000,0,Private,2,0,Married,M,> 0.50,6,90748,1,13,Central,0,0,< 6,0,fixed,8,0,6.16
88658,33,<=100000,0,Private,1,1,Single,F,< = 0.10,4,114652,2,10,North,0,0,< 6,0,freelance,0,0,0.329142857
31709,43,<=100000,0,Private,1,0,Married,M,< = 0.10,3,203904,2,8,North,0,0,> = 6,0,freelance,8,18000,3.458571429
29510,34,< = 35000,0,Govt,2,1,Married,F,< = 0.50,11,209502,2,7,South,0,0,< 6,0,fixed,4,4000,5.328
12319,38,> 100000,0,Private,2,1,Single,F,< = 0.10,5,201531,2,7,North,0,0,< 6,0,freelance,35,11700,3.710769231
12406,29,< = 35000,0,Govt,1,0,Married,M,< = 0.10,3,54216,1,3,Central,0,0,< 6,0,fixed,6,7000,3.821538462
68790,44,<=100000,0,Private,4,1,Married,M,< = 0.50,0,129827,1,6,Central,0,0,< 6,0,fixed,2,12000,0.951724138
18752,46,<=100000,0,Private,3,2,Single,M,< = 0.50,9,287383,1,14,South,0,0,> = 6,0,freelance,30,42,11.05714286
27686,25,< = 25000,0,Private,2,1,Single,F,< = 0.10,9,269274,2,4,North,0,0,< 6,0,freelance,2,0,5.04
59908,41,<=100000,0,Govt,4,0,Married,F,< = 0.50,0,51354,2,8,Central,1,0,< 6,1,freelance,0,4000,3.184615385
14747,25,< = 15000,0,Govt,2,0,Married,M,< = 0.10,3,65497,1,3,Central,0,0,< 6,0,fixed,0,0,1.44
70082,47,<=100000,0,Private,1,1,Single,M,< = 0.50,11,220793,2,19,Central,0,0,> = 6,0,fixed,7,3400,2
24089,40,<=100000,0,Govt,2,2,Married,F,< = 0.50,9,126407,1,10,South,1,1,< 6,0,fixed,5,0,2.064
37222,28,< = 35000,0,Govt,2,0,Married,F,< = 0.50,11,217221,2,2,South,1,1,< 6,1,fixed,9,0,3
20595,46,> 100000,0,Govt,2,0,Married,F,< = 0.50,12,61736,1,12,South,1,1,< 6,0,partime,1,4000,4
7966,42,< = 50000,0,Govt,3,1,Single,M,< = 0.10,13,195780,1,6,North,0,0,> = 6,0,fixed,4,0,2.92
38307,55,> 100000,0,Private,3,2,Single,F,< = 0.10,0,214079,2,15,North,0,0,> = 6,0,others,2,4300,1.344
72335,35,<=100000,0,Private,3,1,Married,F,< = 0.10,12,222020,2,11,North,0,0,< 6,0,fixed,2,0,0.257142857
45718,45,<=100000,1,Private,2,1,Single,M,< = 0.10,15,205440,2,10,North,1,0,> = 6,0,freelance,5,3000,-2.584615385
50846,55,<=100000,0,Private,3,1,Married,F,< = 0.10,4,84735,2,15,South,0,0,< 6,0,freelance,0,0,1.610526316
84640,28,< = 25000,0,Govt,3,0,Married,F,< = 0.10,1,222394,1,5,South,0,0,< 6,0,fixed,1,0,7.015384615
96925,50,> 100000,0,Private,3,2,Single,F,< = 0.50,10,207572,2,17,South,0,0,< 6,0,fixed,5,5000,4.16
78504,34,> 100000,0,Govt,2,0,Single,M,< = 0.10,2,276541,1,11,South,0,0,> = 6,0,partime,0,0,7.285714286
36146,40,< = 35000,0,Govt,4,1,Single,F,< = 0.10,12,146194,2,7,North,0,1,> = 6,0,fixed,2,0,5.386666667
94203,35,<=100000,0,Private,1,0,Single,M,< = 0.10,6,84581,1,9,North,0,0,< 6,0,fixed,8,0,1.028571429
75533,36,<=100000,0,Self-Employed,2,0,Married,M,< = 0.50,6,219275,1,8,North,1,1,> = 6,1,fixed,7,4000,4.05
88477,31,< = 25000,0,Govt,3,0,Single,M,< = 0.10,8,87722,1,4,South,0,0,< 6,0,fixed,2,13000,-1.595567867
91019,25,< = 25000,0,Private,4,1,Married,F,< = 0.50,15,209471,1,2,Central,0,0,> = 6,0,freelance,1,15000,3.384
88736,45,> 100000,0,Private,1,0,Married,F,< = 0.10,7,61182,2,7,South,0,0,< 6,0,fixed,5,3000,2.84
39826,43,<=100000,0,Private,3,2,Single,F,< = 0.10,10,248945,2,7,North,0,0,> = 6,0,freelance,3,0,3.552
1872,54,<=100000,0,Govt,3,1,Single,M,< = 0.10,7,191495,2,13,North,0,0,< 6,0,fixed,4,3216,1.488
45436,44,< = 50000,0,Private,1,1,Married,F,< = 0.10,8,157778,2,8,South,0,0,> = 6,0,fixed,27,0,1.523076923
16112,22,< = 25000,0,Govt,2,2,Single,F,< = 0.50,7,252543,2,5,North,0,1,< 6,1,fixed,30,4000,4.636363636
25242,40,<=100000,0,Govt,3,0,Married,M,< = 0.10,14,85854,1,9,Central,0,0,< 6,0,partime,5,2000,4.992
69273,54,> 100000,0,Private,1,1,Single,F,< = 0.10,7,285665,1,14,North,0,0,> = 6,0,fixed,1,8000,1.365333333
44395,43,<=100000,1,Private,4,1,Single,M,< = 0.50,2,255832,1,18,South,1,0,> = 6,0,fixed,10,5000,2.101910828
22392,43,<=100000,0,Govt,3,2,Single,F,< = 0.10,14,233461,1,7,South,0,0,> = 6,0,freelance,0,0,1.163076923
77808,51,> 100000,0,Private,3,0,Married,F,< = 0.10,10,97994,2,19,Central,0,0,> = 6,0,partime,4,0,2.492307692
89843,43,<=100000,0,Private,4,2,Single,F,< = 0.10,3,131270,2,7,Central,0,0,> = 6,0,freelance,1,12000,-0.384
87220,30,< = 25000,0,Govt,1,1,Single,M,> 0.50,11,127409,2,5,North,1,1,> = 6,1,fixed,4,0,2.88
12582,45,<=100000,0,Private,4,1,Married,M,< = 0.50,4,156157,2,14,South,0,0,< 6,0,partime,0,0,2.979310345
18334,36,< = 50000,0,Govt,1,1,Married,F,> 0.50,6,238978,2,10,South,1,1,< 6,1,partime,0,4500,4.8
3915,25,< = 15000,0,Govt,2,0,Single,M,> 0.50,4,169853,1,3,South,0,0,< 6,0,fixed,1,0,1.885714286
93506,25,< = 25000,0,Private,4,1,Married,F,< = 0.50,15,209471,1,2,Central,0,0,> = 6,0,partime,2,0,3.950769231
78140,33,> 100000,0,Private,1,0,Married,M,< = 0.10,13,94469,1,11,North,0,0,< 6,0,partime,2,6000,3.085714286
17640,33,<=100000,0,Private,2,0,Married,F,< = 0.50,12,99414,2,11,Central,1,0,< 6,1,partime,1,2500,1.538461538
28971,32,< = 15000,0,Govt,1,1,Single,M,< = 0.10,13,175769,2,1,North,0,0,> = 6,0,fixed,2,0,1.29
87202,40,<=100000,0,Private,3,1,Married,F,< = 0.50,15,69772,2,10,South,0,0,> = 6,0,freelance,0,0,5.410909091
36941,42,< = 50000,0,Private,1,1,Married,M,< = 0.10,5,161225,2,8,South,1,1,< 6,0,fixed,11,5000,2.4
76814,45,<=100000,0,Govt,2,0,Married,M,> 0.50,10,263570,2,8,North,1,1,< 6,1,partime,3,5500,4.069565217
931,34,<=100000,0,Govt,3,1,Single,M,< = 0.10,7,83822,2,10,South,0,0,> = 6,0,others,0,10000,2.062222222
11206,42,<=100000,0,Private,3,0,Married,M,< = 0.10,13,218359,2,7,Central,1,1,< 6,0,others,4,20000,-0.692307692
35460,43,> 100000,0,Govt,4,0,Single,M,< = 0.10,5,161743,2,15,North,1,1,> = 6,0,freelance,1,0,4.426666667
44028,50,> 100000,0,Govt,3,0,Married,F,< = 0.10,14,61129,1,12,Central,0,0,> = 6,0,freelance,2,5000,-2.13
47669,48,> 100000,0,Private,1,1,Single,F,< = 0.10,15,142808,1,14,North,0,0,> = 6,0,fixed,1,0,2.376
67534,45,> 100000,0,Govt,1,2,Married,M,< = 0.10,8,251612,1,11,South,0,0,< 6,0,others,0,20000,-0.9
59878,43,< = 50000,0,Private,2,0,Married,M,< = 0.50,15,106178,2,8,North,0,0,> = 6,0,freelance,5,1,7.662857143
32686,36,<=100000,0,Private,1,1,Married,F,< = 0.50,6,206086,2,11,North,0,0,< 6,0,partime,0,0,0.675
53520,55,<=100000,0,Private,1,1,Married,M,< = 0.50,2,124898,1,12,South,0,0,> = 6,0,fixed,10,0,6.642857143
84161,46,> 100000,0,Govt,2,1,Single,F,< = 0.50,5,209321,1,18,South,0,0,< 6,0,partime,1,0,0.308571429
49500,24,< = 35000,0,Govt,3,0,Single,M,< = 0.10,14,193294,1,3,Central,0,0,< 6,0,freelance,1,0,2.025
73164,52,> 100000,0,Govt,4,2,Single,M,< = 0.50,0,175655,2,20,Central,0,0,< 6,0,freelance,1,0,5.72
84438,47,> 100000,0,Private,3,1,Married,M,< = 0.10,14,97915,2,12,North,0,0,< 6,0,fixed,13,0,2.25
76584,42,> 100000,0,Private,1,2,Single,M,< = 0.50,6,238348,1,11,Central,0,0,> = 6,0,fixed,3,12500,1.212
79566,51,<=100000,0,Self-Employed,1,0,Married,F,< = 0.10,9,58887,2,20,Central,0,0,> = 6,0,partime,3,6100,3.6
74458,29,< = 35000,0,Private,3,0,Married,F,< = 0.50,4,120810,2,4,South,0,0,< 6 ,0,fixed,2,6500,1.24137931
74307,51,> 100000,0,Self-Employed,2,1,Single,F,< = 0.10,9,297646,2,20,Central,0,0,< 6,0,fixed,0,5500,3.743589744
11742,37,< = 35000,0,Govt,1,0,Single,F,> 0.50,11,275598,2,6,North,1,1,> = 6,1,fixed,5,10000,15.21818182
53471,27,< = 25000,0,Govt,4,0,Married,F,< = 0.50,10,211352,2,5,Central,1,0,> = 6,1,fixed,11,6000,3.312
46627,43,<=100000,0,Private,3,1,Married,F,< = 0.10,9,295391,2,17,North,0,0,> = 6,0,fixed,5,8500,1.44
86962,36,< = 50000,0,Private,2,1,Single,F,< = 0.50,12,270068,2,10,South,0,0,< 6,0,fixed,2,2500,0.685714286
72920,53,> 100000,0,Govt,2,0,Married,F,< = 0.10,10,175292,2,20,Central,0,0,> = 6,0,partime,6,1500,2.376
29081,24,< = 15000,0,Self-Employed,4,1,Single,M,< = 0.10,7,116725,1,5,Central,0,0,> = 6,0,fixed,29,0,2.357142857
74476,42,> 100000,0,Private,4,1,Married,M,< = 0.10,12,258994,2,20,South,0,0,< 6,0,fixed,19,10000,0.8
12928,39,< = 50000,0,Private,1,1,Married,F,< = 0.10,12,128011,2,6,North,0,0,> = 6,0,fixed,2,0,2.036101083
92530,55,<=100000,0,Private,1,1,Married,F,< = 0.10,13,187127,1,16,North,1,1,> = 6,0,fixed,2,0,3.213913043
49892,45,<=100000,0,Govt,3,1,Married,M,> 0.50,11,82974,2,7,Central,1,1,< 6,1,fixed,0,0,1.866666667
71558,34,> 100000,0,Private,1,1,Married,F,< = 0.10,8,92621,1,7,South,0,0,< 6,0,freelance,20,12500,8.28358209
13204,35,<=100000,0,Govt,1,1,Single,M,< = 0.10,7,242079,1,10,North,0,0,> = 6,0,freelance,8,18000,3.458571429
9190,47,> 100000,0,Private,4,1,Single,F,> 0.50,11,166384,2,12,North,1,1,< 6,1,fixed,11,0,2.82
91339,52,<=100000,0,Private,2,1,Married,F,< = 0.10,8,144088,1,13,South,1,0,> = 6,0,partime,0,0,2.455813953
53442,46,> 100000,0,Private,2,1,Married,F,< = 0.10,3,96018,1,19,North,0,0,> = 6,0,fixed,4,4000,3.680981595
5141,47,> 100000,0,Private,4,1,Single,F,< = 0.50,5,106792,2,14,South,0,0,< 6,0,fixed,8,0,1.028571429
96669,40,< = 35000,0,Govt,1,0,Single,F,< = 0.10,15,171425,2,8,Central,0,0,< 6,0,fixed,3,0,0.9
20088,48,> 100000,0,Private,1,1,Married,F,< = 0.50,14,226573,2,16,Central,0,0,> = 6,0,fixed,5,3000,-0.991304348
60663,48,<=100000,0,Govt,3,1,Married,M,< = 0.10,12,285531,2,16,South,0,0,> = 6,0,fixed,1,0,5.16
43189,51,<=100000,0,Private,3,0,Married,M,< = 0.10,9,67818,1,16,Central,0,0,< 6,0,freelance,1,3000,-1.566
7957,34,<=100000,0,Private,3,0,Single,M,< = 0.10,6,218444,1,10,Central,0,0,< 6,0,others,1,0,0.936
37246,55,> 100000,0,Private,1,1,Single,M,< = 0.50,7,190813,2,16,North,0,0,> = 6,0,freelance,14,3500,0.666666667
48804,37,> 100000,0,Private,2,0,Married,M,< = 0.10,13,180124,2,10,Central,0,0,< 6,0,fixed,2,0,3.545454545
97205,33,< = 50000,0,Self-Employed,1,0,Single,M,< = 0.50,3,217640,2,8,North,1,0,< 6,1,freelance,5,0,5.724
4027,44,> 100000,0,Private,3,1,Single,F,< = 0.10,2,220464,2,10,Central,0,0,> = 6,0,fixed,0,0,0.1
51343,44,<=100000,0,Private,2,0,Married,F,< = 0.10,9,85373,1,17,Central,0,0,< 6,0,fixed,23,2500,4.266666667
79975,51,> 100000,0,Private,3,1,Married,F,< = 0.50,8,293941,1,13,South,1,0,> = 6,0,fixed,11,4500,3.141818182
41889,55,> 100000,0,Govt,3,1,Married,M,< = 0.50,2,178977,2,12,Central,1,1,< 6,0,others,1,0,2.4
271,46,<=100000,0,Private,1,1,Married,M,< = 0.10,10,200113,2,18,North,0,0,< 6,0,freelance,1,15000,3.384
1626,35,< = 50000,0,Govt,1,1,Married,M,< = 0.10,11,127292,2,7,South,1,1,> = 6,0,fixed,10,5000,4.04
93579,44,<=100000,0,Private,4,2,Single,M,< = 0.10,8,196325,2,18,Central,1,1,> = 6,0,partime,1,7000,4.981132075
5493,45,<=100000,0,Private,1,1,Married,M,< = 0.10,6,279572,2,7,Central,0,0,> = 6,0,freelance,17,7000,0.385714286
10306,47,< = 50000,0,Private,4,1,Single,M,< = 0.10,12,155502,2,20,North,0,0,> = 6,0,fixed,10,0,2.2125
23491,39,< = 35000,0,Self-employed,3,0,Single,M,> 0.50,5,250766,2,7,South,1,1,> = 6,1,fixed,5,12000,3.888
65601,33,< = 35000,0,Private,2,0,Single,F,< = 0.50,7,278079,2,7,South,1,1,< 6,1,fixed,3,0,3.536842105
30683,53,> 100000,0,Private,2,2,Married,M,< = 0.50,5,272622,2,13,South,0,0,< 6,0,fixed,13,3500,0.545454545
48283,44,<=100000,0,Private,1,1,Married,F,> 0.50,9,128738,1,9,Central,1,1,< 6,1,freelance,1,0,17.16923077
46110,54,> 100000,0,Govt,3,0,Married,M,< = 0.10,7,291803,2,15,Central,0,0,> = 6,0,freelance,2,11000,2.592
26123,23,< = 15000,0,Govt,2,0,Single,M,< = 0.10,0,119177,2,2,North,1,1,> = 6,0,partime,0,0,0.688073394
64855,39,> 100000,0,Private,3,1,Single,M,> 0.50,3,131924,1,10,South,0,0,> = 6,0,freelance,1,6000,12.64615385
91029,39,<=100000,0,Private,3,2,Married,M,< = 0.10,11,126650,2,6,Central,0,0,> = 6,0,freelance,3,0,1.955555556
45104,45,<=100000,0,Private,1,1,Married,F,< = 0.10,11,284559,1,7,Central,0,0,< 6,0,fixed,21,3000,5.04
43042,48,> 100000,0,Private,3,1,Single,F,< = 0.50,6,240992,2,13,North,1,1,> = 6,0,partime,0,8500,1.523809524
84501,34,> 100000,0,Private,3,0,Single,M,< = 0.50,15,147357,1,9,South,1,1,> = 6,1,fixed,3,7000,4.88
9551,22,< = 35000,0,Private,3,1,Single,M,> 0.50,12,296329,2,2,North,1,1,> = 6,1,fixed,1,0,4.125
40429,41,< = 50000,0,Private,2,0,Single,F,< = 0.10,1,229164,1,6,North,0,0,< 6,0,fixed,5,0,2.064
74852,42,> 100000,0,Govt,4,1,Single,F,> 0.50,7,162843,2,10,Central,1,1,< 6,1,partime,10,3500,2.52
28660,42,> 100000,0,Govt,1,1,Single,M,< = 0.10,10,281879,2,10,North,0,0,> = 6,0,freelance,3,0,2.16
24807,53,<=100000,0,Private,3,1,Married,F,< = 0.10,10,65143,2,19,South,0,0,< 6,0,fixed,13,0,-0.4
70301,34,< = 35000,0,Govt,2,0,Single,M,< = 0.10,0,51874,1,8,Central,1,1,> = 6,0,partime,2,4000,5.4
85696,42,> 100000,0,Private,4,1,Married,F,< = 0.10,6,70772,1,11,South,0,0,< 6,0,freelance,7,6000,-0.8
6369,33,<=100000,0,Private,3,1,Single,M,> 0.50,9,254105,2,10,Central,1,1,< 6,1,fixed,10,8000,0.576
88915,35,< = 50000,0,Self-employed,2,0,Married,F,> 0.50,6,63883,2,8,South,1,1,< 6,1,freelance,48,25000,3.2
57802,41,< = 50000,0,Private,3,1,Married,M,< = 0.10,14,129968,1,10,Central,0,0,> = 6,0,fixed,14,2500,-0.6
26672,51,<=100000,0,Govt,1,1,Married,F,< = 0.50,4,196040,2,14,Central,0,0,< 6,0,freelance,8,18000,3.458571429
79399,41,< = 50000,0,Govt,1,2,Single,M,> 0.50,4,94339,2,10,Central,1,1,> = 6,1,fixed,7,4000,0.675
78139,27,< = 25000,1,Private,4,1,Single,F,< = 0.10,6,277691,2,3,South,1,0,> = 6,0,freelance,10,3000,1.98
8920,52,<=100000,0,Private,2,1,Married,F,< = 0.10,14,281291,2,12,Central,0,0,> = 6,0,fixed,3,0,0.9
34823,23,< = 25000,0,Private,2,0,Single,M,< = 0.10,12,203897,1,2,Central,0,0,< 6,0,partime,2,2800,1.153846154
49240,31,< = 35000,0,Private,1,0,Married,F,< = 0.10,9,266245,2,2,Central,1,1,> = 6,1,fixed,7,3000,5.76
73861,46,> 100000,0,Govt,1,2,Married,F,> 0.50,11,263232,1,20,Central,0,0,> = 6,0,fixed,35,5000,3
80301,34,< = 35000,0,Private,4,2,Single,M,< = 0.10,9,215636,1,6,South,0,0,< 6,0,fixed,5,5000,4.16
24555,24,< = 15000,0,Private,3,1,Married,M,< = 0.10,14,120297,2,3,North,0,0,> = 6,0,fixed,1,0,1.584
16685,40,> 100000,0,Private,2,1,Single,M,< = 0.10,15,284951,1,11,North,0,0,> = 6,0,fixed,1,0,3.36
75586,49,> 100000,0,Govt,3,0,Married,M,> 0.50,12,175953,2,17,North,0,0,< 6,0,freelance,1,15000,3.384
85085,40,< = 50000,0,Govt,1,1,Married,M,> 0.50,0,95581,2,9,South,1,1,< 6,1,fixed,15,0,2.76
32380,37,<=100000,0,Govt,3,1,Married,M,> 0.50,13,189297,1,7,Central,1,1,> = 6,1,freelance,8,11000,2.376
20354,28,< = 35000,0,Govt,2,2,Married,M,< = 0.10,10,109206,1,1,Central,0,0,> = 6,0,freelance,0,7000,-1.44
73527,38,<=100000,0,Private,2,0,Married,F,< = 0.50,11,91087,2,9,South,1,1,< 6,1,freelance,11,6000,0.42
27694,42,<=100000,0,Private,3,1,Married,F,> 0.50,5,94910,1,9,South,1,1,> = 6,1,partime,0,0,2.192727273
65731,51,> 100000,0,Private,3,1,Married,F,< = 0.10,10,171497,2,12,North,0,0,< 6,0,partime,2,4000,1.508571429
35978,34,> 100000,0,Private,3,2,Single,M,< = 0.10,5,71383,1,9,North,0,0,< 6,0,fixed,3,0,1.497919556
47000,43,<=100000,0,Private,2,2,Married,M,< = 0.10,11,204272,1,9,Central,0,0,> = 6,0,partime,1,0,18
33787,45,> 100000,0,Govt,3,0,Married,M,< = 0.10,8,193390,2,19,Central,0,0,> = 6,0,fixed,2,0,0.504
24814,43,<=100000,0,Private,1,1,Single,F,< = 0.10,4,287660,2,10,Central,0,0,> = 6,0,others,5,4000,0.567272727
79981,44,<=100000,0,Govt,3,0,Married,F,< = 0.10,14,283459,1,19,North,1,1,> = 6,0,fixed,1,0,-0.72
96247,42,<=100000,0,Private,2,0,Married,F,< = 0.50,13,273884,2,7,North,1,1,< 6,1,freelance,18,5000,11.12307692
5505,43,<=100000,0,Private,2,0,Single,M,> 0.50,14,232044,1,10,North,0,0,< 6,0,freelance,2,0,10.4
65047,52,> 100000,0,Govt,3,2,Single,M,> 0.50,10,53374,2,19,North,1,1,> = 6,1,freelance,10,8000,3.871764706
53412,48,> 100000,0,Private,2,0,Married,F,< = 0.10,4,123912,2,15,South,0,0,> = 6,0,fixed,4,4000,5.328
78650,45,<=100000,0,Private,4,1,Married,M,< = 0.50,9,118568,1,6,Central,0,0,< 6,0,partime,0,0,9.525
4332,48,<=100000,1,Private,1,0,Married,M,< = 0.10,13,213559,2,14,North,0,0,< 6,0,fixed,2,0,3.545454545
91684,54,> 100000,0,Private,1,1,Single,F,< = 0.10,10,59562,2,12,North,0,0,> = 6,0,fixed,3,0,1.705263158
38182,42,> 100000,0,Private,2,0,Single,M,< = 0.50,9,136572,2,7,South,1,0,< 6,1,fixed,0,5000,6.975
2066,36,<=100000,0,Private,4,0,Married,F,< = 0.10,13,248533,2,7,Central,0,0,< 6,0,others,0,8000,1.96969697
3282,28,< = 25000,0,Private,3,2,Married,F,< = 0.10,10,221212,2,2,South,0,0,> = 6,0,freelance,1,0,-1.397647059
77689,42,< = 35000,0,Govt,2,2,Married,F,< = 0.50,9,260601,2,9,South,0,0,> = 6,0,fixed,5,0,0.95
93658,44,<=100000,0,Private,3,1,Married,M,< = 0.10,15,52240,2,6,Central,0,0,> = 6,0,freelance,5,0,0.1125
46906,42,< = 50000,0,Self-Employed,4,0,Married,F,< = 0.10,8,222192,2,7,North,0,0,> = 6,0,freelance,15,7000,-0.76
24202,34,<=100000,0,Govt,1,1,Married,M,< = 0.10,4,153430,2,8,Central,0,0,> = 6,0,freelance,5,0,1.47
90533,37,< = 50000,0,Govt,4,1,Single,M,< = 0.10,10,204144,1,6,North,0,0,> = 6,0,partime,0,0,4.028571429
53058,39,< = 50000,0,Private,1,0,Single,M,< = 0.10,14,118412,2,9,Central,0,0,> = 6,0,fixed,2,0,3.545454545
1851,42,<=100000,0,Govt,3,2,Single,M,> 0.50,0,238851,2,12,North,1,1,< 6,1,fixed,0,4000,1.363636364
16728,43,> 100000,0,Private,4,1,Single,F,< = 0.10,8,124459,1,19,North,0,0,> = 6,0,freelance,20,0,3.146666667
3,53,<=100000,0,Private,1,1,Married,F,< = 0.10,5,96851,2,18,North,1,1,> = 6,0,freelance,5,7000,5.04
77896,49,> 100000,0,Govt,2,0,Married,M,< = 0.10,12,151586,1,15,Central,0,0,< 6,0,freelance,6,7000,11.75
99342,48,<=100000,0,Private,4,1,Married,F,< = 0.10,13,65587,1,17,North,0,0,< 6,0,fixed,4,0,3.152432432
15128,35,< = 50000,0,Private,3,1,Married,F,< = 0.50,8,254699,1,9,South,0,0,< 6,0,fixed,2,0,3.48
14553,45,< = 35000,0,Private,2,1,Married,F,< = 0.10,14,178091,2,6,South,0,0,> = 6,0,partime,0,0,3.52
28119,40,<=100000,0,Govt,1,1,Married,M,< = 0.10,12,171850,2,7,South,0,0,< 6,0,fixed,4,0,0.971428571
14626,37,< = 50000,0,Private,3,1,Single,F,< = 0.10,13,258387,2,7,South,0,0,< 6,0,freelance,5,3000,-2.584615385
38509,45,<=100000,0,Private,1,1,Single,F,< = 0.10,12,248993,2,6,South,0,0,< 6,0,freelance,2,2000,1.44
29994,39,<=100000,0,Govt,4,2,Married,F,< = 0.10,8,86155,2,10,South,1,1,< 6,0,freelance,0,0,2.52
72152,38,<=100000,0,Private,2,1,Married,F,> 0.50,3,81183,1,9,South,1,1,< 6,0,others,0,2650,4.6
25382,41,<=100000,0,Private,3,1,Single,M,< = 0.50,6,183399,1,7,South,0,0,< 6,0,fixed,0,0,1.35
47611,24,< = 15000,0,Govt,1,1,Married,F,< = 0.10,6,120209,1,4,North,0,0,> = 6,0,fixed,0,5200,-0.127058824
94231,34,<=100000,0,Private,4,1,Single,F,< = 0.50,15,68937,2,9,South,0,0,< 6,0,fixed,5,0,2.064
48988,41,<=100000,0,Govt,1,1,Married,M,< = 0.50,2,218513,1,9,South,0,0,> = 6,0,fixed,1,0,2.56
50769,55,> 100000,0,Govt,4,0,Married,M,> 0.50,10,122782,1,16,South,0,0,> = 6,0,partime,0,2000,2.60625
67598,53,> 100000,0,Govt,3,1,Single,F,< = 0.50,6,234118,1,16,Central,0,0,< 6,0,partime,2,3000,1.5
92416,45,<=100000,1,Private,4,0,Single,F,< = 0.10,11,67552,2,9,Central,0,0,< 6,0,freelance,8,0,-1.173333333
28709,44,<=100000,0,Private,2,0,Married,M,< = 0.10,14,99603,1,8,South,0,0,< 6,0,freelance,4,10000,2.12
59820,26,< = 35000,0,Private,3,0,Single,F,< = 0.10,1,186686,2,5,North,0,0,< 6,0,fixed,3,12500,1.212
91787,54,<=100000,0,Private,1,1,Married,M,< = 0.10,8,189419,1,13,North,1,1,< 6,0,fixed,10,3000,4.545454545
94362,55,<=100000,0,Self-Employed,4,1,Single,M,> 0.50,8,259937,2,14,North,1,1,> = 6,1,fixed,11,0,3.12
41857,40,<=100000,0,Private,1,1,Single,F,< = 0.10,11,195654,1,7,North,0,0,< 6,0,fixed,5,0,2.556
43246,24,< = 15000,0,Govt,1,1,Married,M,> 0.50,0,145798,2,3,Central,1,0,> = 6,1,freelance,1,4000,-1.6
40073,45,<=100000,0,Private,2,0,Married,F,< = 0.10,7,126560,1,9,South,0,0,> = 6,0,freelance,8,148,1.614459103
62055,23,< = 25000,0,Private,4,1,Married,M,< = 0.10,12,161966,2,1,Central,0,0,> = 6,0,others,0,0,0.492537313
7323,44,< = 50000,0,Self-Employed,3,0,Married,M,< = 0.10,7,246542,1,10,North,1,1,< 6,0,freelance,9,4000,13.32
25495,51,<=100000,0,Private,3,0,Married,F,< = 0.10,11,221730,1,17,Central,0,0,< 6,0,fixed,4,0,-1.25
95504,38,< = 35000,0,Private,2,1,Single,F,< = 0.10,6,273493,2,10,North,0,0,< 6,0,fixed,2,0,2.742857143
32306,45,> 100000,0,Govt,1,1,Married,F,< = 0.50,6,70155,1,11,North,0,0,< 6,0,partime,1,0,0.08
8016,33,<=100000,0,Private,1,1,Single,M,< = 0.10,6,134822,2,6,South,0,0,< 6,0,fixed,7,0,0.046153846
18523,35,< = 50000,0,Govt,2,0,Married,F,< = 0.10,9,202038,1,10,North,1,1,< 6,0,freelance,15,8000,5.573333333
